"","elevacion","fechahora","lat_geo","lon_geo","lat_utm","lon_utm","tiempo_GPS","hora","horal","distancia"
"2736",606.82,2019-10-09 10:59:34,-26.3535274286,-53.9515724313,7081569.14094634,804248.166884931,3,"10:59:34","13:59:34",0.270581360569367
"2737",606.96,2019-10-09 10:59:37,-26.3535256684,-53.9515689109,7081569.32774428,804248.523053116,3,"10:59:37","13:59:37",0.402180613144158
"2738",606.93,2019-10-09 10:59:40,-26.3535266742,-53.9515735209,7081569.22714001,804248.060051717,3,"10:59:40","13:59:40",0.473805355818171
"2739",606.84,2019-10-09 10:59:43,-26.3535216451,-53.9515746105,7081569.78716189,804247.96442017,3,"10:59:43","13:59:43",0.568128422256986
"2740",606.9,2019-10-09 10:59:46,-26.3535158616,-53.9515746944,7081570.4284308,804247.971197125,3,"10:59:46","13:59:46",0.641304717538263
"2741",606.51,2019-10-09 10:59:49,-26.3535016123,-53.9515775442,7081572.01461933,804247.723948811,3,"10:59:49","13:59:49",1.60534287822739
"2742",606.2,2019-10-09 10:59:52,-26.3534800708,-53.9515843336,7081574.41841087,804247.102391113,3,"10:59:52","13:59:52",2.48285073411505
"2743",605.79,2019-10-09 10:59:55,-26.3534599543,-53.9515914582,7081576.66503988,804246.443625099,3,"10:59:55","13:59:55",2.34122074065023
"2744",605.65,2019-10-09 10:59:58,-26.3534516562,-53.9515905362,7081577.58266434,804246.557442948,3,"10:59:58","13:59:58",0.924656237086568
"2745",605.68,2019-10-09 11:00:01,-26.3534521591,-53.951594308,7081577.53582499,804246.179463832,3,"11:00:01","14:00:01",0.380870237065114
"2746",605.7,2019-10-09 11:00:04,-26.3534522429,-53.9515976608,7081577.5344515,804245.84442532,3,"11:00:04","14:00:04",0.335041327181993
"2747",605.55,2019-10-09 11:00:07,-26.35345174,-53.9515976608,7081577.59019534,804245.845743135,3,"11:00:07","14:00:07",0.0557594180655319
"2748",605.56,2019-10-09 11:00:10,-26.3534481358,-53.951599421,7081577.99385761,804245.679409749,3,"11:00:10","14:00:10",0.43658907246538
"2749",605.56,2019-10-09 11:00:13,-26.3534414303,-53.9516008459,7081578.74049123,804245.554686973,3,"11:00:13","14:00:13",0.756979216862003
"2750",605.64,2019-10-09 11:00:16,-26.3534308691,-53.9516028576,7081579.9158944,804245.381468436,3,"11:00:16","14:00:16",1.18809817991205
"2751",605.54,2019-10-09 11:00:19,-26.3534236606,-53.9516039472,7081580.71749137,804245.291547579,3,"11:00:19","14:00:19",0.806624730547023
"2752",605.4,2019-10-09 11:00:22,-26.3533994369,-53.951605875,7081583.40711335,804245.162508911,3,"11:00:22","14:00:22",2.69271561063081
"2753",604.96,2019-10-09 11:00:25,-26.353371609,-53.9516024385,7081586.48357809,804245.578607274,3,"11:00:25","14:00:25",3.10447630718382
"2754",604.54,2019-10-09 11:00:28,-26.35335912,-53.9516013488,7081587.86534606,804245.720153912,3,"11:00:28","14:00:28",1.38899898124654
"2755",604.63,2019-10-09 11:00:31,-26.3533519953,-53.9516022708,7081588.65725855,804245.646750323,3,"11:00:31","14:00:31",0.795307164173543
"2756",604.59,2019-10-09 11:00:34,-26.35334705,-53.9516027737,7081589.20660651,804245.609488186,3,"11:00:34","14:00:34",0.550610249981105
"2757",604.4,2019-10-09 11:00:37,-26.3533495646,-53.9515991695,7081588.91936744,804245.962823552,3,"11:00:37","14:00:37",0.455359379523053
"2758",604.52,2019-10-09 11:00:40,-26.3533494808,-53.9515972417,7081588.92410509,804246.1555582,3,"11:00:40","14:00:40",0.192792868488225
"2759",604.62,2019-10-09 11:00:43,-26.3533486426,-53.9515930507,7081589.00712108,804246.576278662,3,"11:00:43","14:00:43",0.428832557085757
"2760",604.45,2019-10-09 11:00:46,-26.3533443678,-53.9515858423,7081589.46394276,804247.307329822,3,"11:00:46","14:00:46",0.862045153476391
"2761",604.7,2019-10-09 11:00:49,-26.3533404283,-53.9515771251,7081589.88003615,804248.188175059,3,"11:00:49","14:00:49",0.974177623696264
"2762",604.47,2019-10-09 11:00:52,-26.3533358183,-53.951568827,7081590.37144034,804249.028924959,3,"11:00:52","14:00:52",0.973826715115168
"2763",604.38,2019-10-09 11:00:55,-26.3533369079,-53.951554494,7081590.21682618,804250.457400088,3,"11:00:55","14:00:55",1.43681826794287
"2764",604.34,2019-10-09 11:00:58,-26.3533325493,-53.9515537396,7081590.69817326,804250.544157946,3,"11:00:58","14:00:58",0.489103201086656
"2765",604.27,2019-10-09 11:01:01,-26.3533313759,-53.951553572,7081590.82784286,804250.56396976,3,"11:01:01","14:01:01",0.131174360825068
"2766",604.35,2019-10-09 11:01:04,-26.3533322979,-53.9515511412,7081590.71990526,804250.80429967,3,"11:01:04","14:01:04",0.263455862043688
"2767",604.38,2019-10-09 11:01:07,-26.3533394225,-53.9515460283,7081589.91810977,804251.29621732,3,"11:01:07","14:01:07",0.94066943183403
"2768",604.39,2019-10-09 11:01:10,-26.3533392549,-53.951555416,7081589.95885014,804250.359176577,3,"11:01:10","14:01:10",0.937925974316902
"2769",604.42,2019-10-09 11:01:13,-26.353340596,-53.9515590202,7081589.81870509,804249.99573758,3,"11:01:13","14:01:13",0.389523477548881
"2770",604.49,2019-10-09 11:01:16,-26.3533421885,-53.9515605289,7081589.64574655,804249.840901839,3,"11:01:16","14:01:16",0.232139539511781
"2771",604.38,2019-10-09 11:01:19,-26.3533426914,-53.9515601937,7081589.58921135,804249.873057949,3,"11:01:19","14:01:19",0.0650403225266189
"2772",604.4,2019-10-09 11:01:22,-26.3533430267,-53.9515597746,7081589.55105567,804249.914031716,3,"11:01:22","14:01:22",0.0559884399701448
"2773",604.29,2019-10-09 11:01:25,-26.3533449546,-53.9515542425,7081589.32429767,804250.461429488,3,"11:01:25","14:01:25",0.592506129115986
"2774",604.46,2019-10-09 11:01:28,-26.3533453736,-53.9515529014,7081589.27468759,804250.594257214,3,"11:01:28","14:01:28",0.14178985992829
"2775",604.52,2019-10-09 11:01:31,-26.3533416018,-53.9515505545,7081589.68723133,804250.838508544,3,"11:01:31","14:01:31",0.4794278334536
"2776",604.19,2019-10-09 11:01:34,-26.3533260953,-53.9515467826,7081591.39714121,804251.255814419,3,"11:01:34","14:01:34",1.76009545269438
"2777",603.64,2019-10-09 11:01:37,-26.3533121813,-53.9515476208,7081592.94141445,804251.208570698,3,"11:01:37","14:01:37",1.54499572781774
"2778",603.35,2019-10-09 11:01:40,-26.3532969262,-53.9515492972,7081594.63632048,804251.081136392,3,"11:01:40","14:01:40",1.69968995401818
"2779",603.27,2019-10-09 11:01:43,-26.3532833476,-53.9515513089,7081596.1461868,804250.915824889,3,"11:01:43","14:01:43",1.51888913042598
"2780",603.18,2019-10-09 11:01:46,-26.3532861136,-53.9515505545,7081595.8378091,804250.983913074,3,"11:01:46","14:01:46",0.315805006545341
"2781",603.17,2019-10-09 11:01:49,-26.3532878738,-53.9515534043,7081595.649428,804250.694712044,3,"11:01:49","14:01:49",0.345144429526441
"2782",603.16,2019-10-09 11:01:52,-26.3532858621,-53.9515582658,7081595.88389161,804250.214501459,3,"11:01:52","14:01:52",0.534392543255208
"2783",603.16,2019-10-09 11:01:55,-26.3532830961,-53.9515607804,7081596.19642481,804249.97063506,3,"11:01:55","14:01:55",0.396418748880542
"2784",603.23,2019-10-09 11:01:58,-26.3532794919,-53.9515615348,7081596.5977126,804249.904743306,3,"11:01:58","14:01:58",0.406661541671508
"2785",603.01,2019-10-09 11:02:01,-26.3532748818,-53.9515694138,7081597.12731903,804249.130006131,3,"11:02:01","14:02:01",0.938456530944199
"2786",603.06,2019-10-09 11:02:04,-26.3532741275,-53.9515746105,7081597.22319768,804248.613026578,3,"11:02:04","14:02:04",0.525795182886153
"2787",603,2019-10-09 11:02:07,-26.3532730378,-53.9515813161,7081597.35981587,804247.946243182,3,"11:02:07","14:02:07",0.680635458590286
"2788",603.05,2019-10-09 11:02:10,-26.3532740436,-53.9515844174,7081597.25564974,804247.63390357,3,"11:02:10","14:02:10",0.32925159874891
"2789",603.04,2019-10-09 11:02:13,-26.3532776479,-53.9515849203,7081596.85731913,804247.574237853,3,"11:02:13","14:02:13",0.402774471816531
"2790",602.91,2019-10-09 11:02:16,-26.3532839343,-53.9515831601,7081596.15634899,804247.733542999,3,"11:02:16","14:02:16",0.718844401673025
"2791",602.85,2019-10-09 11:02:19,-26.3532887958,-53.9515788015,7081595.60718725,804248.156065009,3,"11:02:19","14:02:19",0.692894983988035
"2792",602.82,2019-10-09 11:02:22,-26.3532917295,-53.9515722636,7081595.26656716,804248.801269262,3,"11:02:22","14:02:22",0.729596171666744
"2793",602.83,2019-10-09 11:02:25,-26.3532929868,-53.951564217,7081595.10820547,804249.601529127,3,"11:02:25","14:02:25",0.815778325844243
"2794",602.77,2019-10-09 11:02:28,-26.3532935735,-53.9515564218,7081595.02476975,804250.378440791,3,"11:02:28","14:02:28",0.78137907113283
"2795",602.84,2019-10-09 11:02:31,-26.3532926515,-53.9515511412,7081595.11450206,804250.908191394,3,"11:02:31","14:02:31",0.537296555290988
"2796",602.83,2019-10-09 11:02:34,-26.3532915618,-53.9515439328,7081595.21827181,804251.630896617,3,"11:02:34","14:02:34",0.730117114104467
"2797",602.73,2019-10-09 11:02:37,-26.3532943279,-53.9515323658,7081594.88435621,804252.778759065,3,"11:02:37","14:02:37",1.19544461401253
"2798",602.76,2019-10-09 11:02:40,-26.353297513,-53.9515287615,7081594.52279528,804253.130347425,3,"11:02:40","14:02:40",0.504322003840788
"2799",602.75,2019-10-09 11:02:43,-26.3533017039,-53.9515269175,7081594.05390245,804253.30351193,3,"11:02:43","14:02:43",0.499846409514162
"2800",602.72,2019-10-09 11:02:46,-26.3533036318,-53.9515258279,7081593.8376324,804253.407270212,3,"11:02:46","14:02:46",0.239871873061765
"2801",602.76,2019-10-09 11:02:49,-26.3533028774,-53.9515233133,7081593.91531711,804253.660361625,3,"11:02:49","14:02:49",0.264745497144701
"2802",602.65,2019-10-09 11:02:52,-26.3533019554,-53.9515208825,7081594.01177725,804253.905523748,3,"11:02:52","14:02:52",0.263455924946385
"2803",602.54,2019-10-09 11:02:55,-26.3532961719,-53.9515215531,7081594.65443128,804253.853711438,3,"11:02:55","14:02:55",0.644739263014478
"2804",602.58,2019-10-09 11:02:58,-26.3532939088,-53.9515182003,7081594.89736865,804254.194461243,3,"11:02:58","14:02:58",0.418484166156193
"2805",602.56,2019-10-09 11:03:01,-26.3532929868,-53.9515209664,7081595.0060979,804253.920647335,3,"11:03:01","14:03:01",0.294611790405305
"2806",602.54,2019-10-09 11:03:04,-26.3532975968,-53.9515189547,7081594.49035409,804254.109460537,3,"11:03:04","14:03:04",0.549219540343607
"2807",602.63,2019-10-09 11:03:07,-26.3533037994,-53.9515142608,7081593.79174657,804254.561951831,3,"11:03:07","14:03:07",0.832346584743703
"2808",602.47,2019-10-09 11:03:10,-26.3533067331,-53.9515161049,7081593.47091487,804254.370107465,3,"11:03:10","14:03:10",0.373814449271755
"2809",602.3,2019-10-09 11:03:13,-26.3533110917,-53.9515259955,7081593.01113703,804253.370984726,3,"11:03:13","14:03:13",1.09983722116757
"2810",602.39,2019-10-09 11:03:16,-26.3533125166,-53.9515326172,7081592.86882711,804252.705990603,3,"11:03:16","14:03:16",0.680050950607774
"2811",602.35,2019-10-09 11:03:19,-26.353315115,-53.95153597,7081592.58872345,804252.364362236,3,"11:03:19","14:03:19",0.441778230169913
"2812",602.25,2019-10-09 11:03:22,-26.3533161208,-53.951542424,7081592.49247262,804251.717213347,3,"11:03:22","14:03:22",0.654267456978615
"2813",602.35,2019-10-09 11:03:25,-26.3533203956,-53.95154058,7081592.01427993,804251.890158006,3,"11:03:25","14:03:25",0.508505754891088
"2814",602.28,2019-10-09 11:03:28,-26.3533250894,-53.9515374787,7081591.48667498,804252.18756191,3,"11:03:28","14:03:28",0.605653415901031
"2815",602.21,2019-10-09 11:03:31,-26.3533212338,-53.9515326172,7081591.90257091,804252.683147404,3,"11:03:31","14:03:31",0.64697326414233
"2816",602,2019-10-09 11:03:34,-26.3533017877,-53.9515355509,7081594.06499577,804252.441138455,3,"11:03:34","14:03:34",2.17592500072203
"2817",601.64,2019-10-09 11:03:37,-26.3532736246,-53.9515334554,7081597.1817815,804252.724201144,3,"11:03:37","14:03:37",3.12961303711807
"2818",601.23,2019-10-09 11:03:40,-26.3532403484,-53.9515373111,7081600.87937754,804252.426359885,3,"11:03:40","14:03:40",3.70957219461019
"2819",601.06,2019-10-09 11:03:43,-26.3532078266,-53.9515324496,7081604.47277236,804252.9970645,3,"11:03:43","14:03:43",3.63843236671455
"2820",600.88,2019-10-09 11:03:46,-26.3531884644,-53.9515314437,7081606.61659654,804253.148254338,3,"11:03:46","14:03:46",2.14914878696428
"2821",600.71,2019-10-09 11:03:49,-26.3531775679,-53.9515310246,7081607.82342735,804253.218660678,3,"11:03:49","14:03:49",1.20888280679286
"2822",600.71,2019-10-09 11:03:52,-26.3531695213,-53.9515307732,7081608.7147575,804253.264851982,3,"11:03:52","14:03:52",0.892526236398904
"2823",600.64,2019-10-09 11:03:55,-26.3531635702,-53.9515333716,7081609.38054032,804253.020963291,3,"11:03:55","14:03:55",0.709047564568519
"2824",600.57,2019-10-09 11:03:58,-26.3531607203,-53.9515322819,7081609.69386427,804253.137251759,3,"11:03:58","14:03:58",0.334207883268465
"2825",600.63,2019-10-09 11:04:01,-26.3531611394,-53.9515371434,7081609.65888642,804252.650670845,3,"11:04:01","14:04:01",0.487836485495272
"2826",600.58,2019-10-09 11:04:04,-26.3531615585,-53.9515394904,7081609.61797224,804252.415194777,3,"11:04:04","14:04:04",0.239004076400202
"2827",600.56,2019-10-09 11:04:07,-26.3531615585,-53.9515384007,7081609.61539964,804252.524015197,3,"11:04:07","14:04:07",0.108850824834916
"2828",600.44,2019-10-09 11:04:10,-26.3531606365,-53.9515390713,7081609.71918171,804252.459463308,3,"11:04:10","14:04:10",0.122219735908138
"2829",600.49,2019-10-09 11:04:13,-26.3531572837,-53.9515409991,7081610.09537331,804252.275733782,3,"11:04:13","14:04:13",0.418660561313882
"2830",600.4,2019-10-09 11:04:16,-26.353153009,-53.9515448548,7081610.57830417,804251.901894662,3,"11:04:16","14:04:16",0.610719162156154
"2831",600.4,2019-10-09 11:04:19,-26.3531483151,-53.9515500516,7081611.11086723,804251.395228077,3,"11:04:19","14:04:19",0.735074452056309
"2832",600.42,2019-10-09 11:04:22,-26.3531452976,-53.9515542425,7081611.45523533,804250.984620481,3,"11:04:22","14:04:22",0.535899230804383
"2833",600.39,2019-10-09 11:04:25,-26.3531435374,-53.9515592717,7081611.66221734,804250.48700325,3,"11:04:25","14:04:25",0.538947548409779
"2834",600.54,2019-10-09 11:04:28,-26.3531434536,-53.9515594393,7081611.6719018,804250.470485846,3,"11:04:28","14:04:28",0.0191471534095662
"2835",600.42,2019-10-09 11:04:31,-26.3531452138,-53.951558182,7081611.47382456,804250.591430786,3,"11:04:31","14:04:31",0.23208246856404
"2836",600.41,2019-10-09 11:04:34,-26.3531457167,-53.9515560865,7081611.41313363,804250.799375352,3,"11:04:34","14:04:34",0.216620248383064
"2837",600.54,2019-10-09 11:04:37,-26.3531485666,-53.951553572,7081611.0913008,804251.043012233,3,"11:04:37","14:04:37",0.403652449331872
"2838",600.48,2019-10-09 11:04:40,-26.3531528413,-53.9515498001,7081610.60856782,804251.408482903,3,"11:04:40","14:04:40",0.605474974561768
"2839",600.44,2019-10-09 11:04:43,-26.3531565294,-53.951543346,7081610.18452416,804252.043342531,3,"11:04:43","14:04:43",0.763452531280628
"2840",600.56,2019-10-09 11:04:46,-26.3531582057,-53.9515367243,7081609.98308234,804252.700210949,3,"11:04:46","14:04:46",0.687062533809833
"2841",600.53,2019-10-09 11:04:49,-26.3531602174,-53.9515327848,7081609.75079538,804253.088348619,3,"11:04:49","14:04:49",0.452336250451464
"2842",600.42,2019-10-09 11:04:52,-26.3531620614,-53.9515249059,7081609.52779678,804253.870324979,3,"11:04:52","14:04:52",0.813151524590276
"2843",600.52,2019-10-09 11:04:55,-26.3531607203,-53.9515218884,7081609.66932689,804254.175175089,3,"11:04:55","14:04:55",0.336101709729461
"2844",600.48,2019-10-09 11:04:58,-26.3531584572,-53.951518368,7081609.91186861,804254.532662251,3,"11:04:58","14:04:58",0.431999488033884
"2845",600.5,2019-10-09 11:05:01,-26.3531554397,-53.9515197929,7081610.24970673,804254.398275107,3,"11:05:01","14:05:01",0.363585613479854
"2846",600.48,2019-10-09 11:05:04,-26.353146974,-53.9515149314,7081611.1766082,804254.905941965,3,"11:05:04","14:05:04",1.05682163662303
"2847",600.48,2019-10-09 11:05:07,-26.3531431183,-53.9515137579,7081611.60122199,804255.033234662,3,"11:05:07","14:05:07",0.443283551085048
"2848",600.54,2019-10-09 11:05:10,-26.3531331439,-53.9515068009,7081612.69040781,804255.754117534,3,"11:05:10","14:05:10",1.3061385308726
"2849",600.42,2019-10-09 11:05:13,-26.3531209901,-53.9515135903,7081614.05362196,804255.107958024,3,"11:05:13","14:05:13",1.50860032198171
"2850",600.14,2019-10-09 11:05:16,-26.3531148713,-53.9515226427,7081614.75323035,804254.219994391,3,"11:05:16","14:05:16",1.13045624263689
"2851",600.06,2019-10-09 11:05:19,-26.3531136978,-53.9515311923,7081614.90349092,804253.369282724,3,"11:05:19","14:05:19",0.863879955837879
"2852",600.03,2019-10-09 11:05:22,-26.3531125244,-53.9515373949,7081615.04819948,804252.752948716,3,"11:05:22","14:05:22",0.633094130227188
"2853",600.13,2019-10-09 11:05:25,-26.3531128597,-53.9515439328,7081615.02646807,804252.099177243,3,"11:05:25","14:05:25",0.654132550603011
"2854",600.03,2019-10-09 11:05:28,-26.3531121053,-53.9515534882,7081615.13264796,804251.146925346,3,"11:05:28","14:05:28",0.958153350329044
"2855",600.03,2019-10-09 11:05:31,-26.35311177,-53.9515593555,7081615.18366581,804250.561879118,3,"11:05:31","14:05:31",0.58726647280843
"2856",599.96,2019-10-09 11:05:34,-26.3531065732,-53.9515691623,7081615.78285596,804249.596162679,3,"11:05:34","14:05:34",1.13650212156586
"2857",600.11,2019-10-09 11:05:37,-26.3530940842,-53.9515824895,7081617.1986593,804248.297997775,3,"11:05:37","14:05:37",1.92086730621052
"2858",599.96,2019-10-09 11:05:40,-26.353084445,-53.9515886921,7081618.28175737,804247.703847448,3,"11:05:40","14:05:40",1.23536069116134
"2859",599.91,2019-10-09 11:05:43,-26.3530782424,-53.9515860938,7081618.96314918,804247.979574286,3,"11:05:43","14:05:43",0.73506469053451
"2860",600.06,2019-10-09 11:05:46,-26.353075644,-53.9515812322,7081619.23969105,804248.47187616,3,"11:05:46","14:05:46",0.564656124636088
"2861",600.12,2019-10-09 11:05:49,-26.3530746382,-53.9515762869,7081619.3395039,804248.968363302,3,"11:05:49","14:05:49",0.506420859282715
"2862",600.01,2019-10-09 11:05:52,-26.3530722074,-53.9515725989,7081619.60023878,804249.343027041,3,"11:05:52","14:05:52",0.456459850341901
"2863",599.98,2019-10-09 11:05:55,-26.353071034,-53.9515694138,7081619.72278467,804249.664174872,3,"11:05:55","14:05:55",0.343734525209033
"2864",600.11,2019-10-09 11:05:58,-26.3530693576,-53.9515643008,7081619.89653408,804250.179166296,3,"11:05:58","14:05:58",0.543511752059551
"2865",600.03,2019-10-09 11:06:01,-26.3530737162,-53.9515636303,7081619.41182308,804250.234702928,3,"11:06:01","14:06:01",0.48788222758786
"2866",600.01,2019-10-09 11:06:04,-26.3530786615,-53.9515641332,7081618.86484961,804250.171523134,3,"11:06:04","14:06:04",0.550610259355289
"2867",599.94,2019-10-09 11:06:07,-26.353082601,-53.9515652228,7081618.43074892,804250.052389463,3,"11:06:07","14:06:07",0.450151358830106
"2868",599.98,2019-10-09 11:06:10,-26.3530871272,-53.951566061,7081617.93102208,804249.956823901,3,"11:06:10","14:06:10",0.508782554589214
"2869",600.02,2019-10-09 11:06:13,-26.3530884683,-53.9515665639,7081617.78355539,804249.90308865,3,"11:06:13","14:06:13",0.156951912058522
"2870",599.88,2019-10-09 11:06:16,-26.3530874625,-53.9515690785,7081617.90097955,804249.654609288,3,"11:06:16","14:06:16",0.274827995152645
"2871",599.84,2019-10-09 11:06:19,-26.3530775718,-53.9515637979,7081618.9848456,804250.20786261,3,"11:06:19","14:06:19",1.2169037963289
"2872",599.94,2019-10-09 11:06:22,-26.3530673459,-53.9515536558,7081620.09438972,804251.24747745,3,"11:06:22","14:06:22",1.52048912222152
"2873",599.9,2019-10-09 11:06:25,-26.3530607242,-53.9515454415,7081620.80897818,804252.085132327,3,"11:06:25","14:06:25",1.10104603289515
"2874",599.84,2019-10-09 11:06:28,-26.3530570362,-53.9515430108,7081621.21203531,804252.337533071,3,"11:06:28","14:06:28",0.475564066968398
"2875",599.79,2019-10-09 11:06:31,-26.3530527614,-53.9515417535,7081621.68290634,804252.474292465,3,"11:06:31","14:06:31",0.490329132475772
"2876",599.8,2019-10-09 11:06:34,-26.3530507497,-53.9515437651,7081621.91064182,804252.278679942,3,"11:06:34","14:06:34",0.300212772710861
"2877",599.72,2019-10-09 11:06:37,-26.3530490734,-53.9515513927,7081622.1144583,804251.521358867,3,"11:06:37","14:06:37",0.784268045718303
"2878",599.66,2019-10-09 11:06:40,-26.353052929,-53.9515567571,7081621.69974948,804250.97555138,3,"11:06:40","14:06:40",0.685484656749273
"2879",599.99,2019-10-09 11:06:43,-26.3530583773,-53.951560948,7081621.10572775,804250.542759399,3,"11:06:43","14:06:43",0.734963068863601
"2880",599.93,2019-10-09 11:06:46,-26.3530608919,-53.951560948,7081620.82699746,804250.536170075,3,"11:06:46","14:06:46",0.278808171239011
"2881",600.01,2019-10-09 11:06:49,-26.3530644123,-53.9515549131,7081620.42253223,804251.129607233,3,"11:06:49","14:06:49",0.718164176019945
"2882",599.96,2019-10-09 11:06:52,-26.3530658372,-53.951552147,7081620.25805925,804251.402103912,3,"11:06:52","14:06:52",0.318285721551323
"2883",600.06,2019-10-09 11:06:55,-26.3530658372,-53.9515549969,7081620.26478733,804251.117504876,3,"11:06:55","14:06:55",0.284678552444055
"2884",599.87,2019-10-09 11:06:58,-26.3530669268,-53.9515532367,7081620.13985535,804251.290428178,3,"11:06:58","14:06:58",0.213331826220427
"2885",599.99,2019-10-09 11:07:01,-26.3530701119,-53.9515534043,7081619.7871993,804251.265344829,3,"11:07:01","14:07:01",0.353546979086806
"2886",599.96,2019-10-09 11:07:04,-26.3530749734,-53.9515568409,7081619.25644054,804250.909417068,3,"11:07:04","14:07:04",0.639053540131082
"2887",600.04,2019-10-09 11:07:07,-26.3530794997,-53.9515573438,7081618.75591104,804250.847335206,3,"11:07:07","14:07:07",0.504364885388146
"2888",600.02,2019-10-09 11:07:10,-26.353085367,-53.9515491296,7081618.08615923,804251.652253345,3,"11:07:10","14:07:10",1.04712019197702
"2889",600.03,2019-10-09 11:07:13,-26.3530883007,-53.9515398256,7081617.7390088,804252.573689217,3,"11:07:13","14:07:13",0.984661103081452
"2890",599.96,2019-10-09 11:07:16,-26.3530905638,-53.9515342936,7081617.47509587,804253.120199861,3,"11:07:16","14:07:16",0.606896960963372
"2891",600.05,2019-10-09 11:07:19,-26.3530908991,-53.9515319467,7081617.43238898,804253.353689215,3,"11:07:19","14:07:19",0.237362922387234
"2892",600.01,2019-10-09 11:07:22,-26.3530878816,-53.9515373111,7081617.77952755,804252.825892448,3,"11:07:22","14:07:22",0.631723531050825
"2893",600.01,2019-10-09 11:07:25,-26.3530824333,-53.9515430946,7081618.39709703,804252.262612928,3,"11:07:25","14:07:25",0.835868337316767
"2894",599.89,2019-10-09 11:07:28,-26.3530800864,-53.9515487943,7081618.67069463,804251.699574829,3,"11:07:28","14:07:28",0.625993245580709
"2895",599.89,2019-10-09 11:07:31,-26.3530773204,-53.9515518956,7081618.9846129,804251.397118445,3,"11:07:31","14:07:31",0.435918053136323
"2896",599.98,2019-10-09 11:07:34,-26.3530783262,-53.9515560865,7081618.88301915,804250.975967786,3,"11:07:34","14:07:34",0.433231079320982
"2897",599.93,2019-10-09 11:07:37,-26.3530784938,-53.9515594393,7081618.87235689,804250.640708593,3,"11:07:37","14:07:37",0.335428695526416
"2898",599.93,2019-10-09 11:07:40,-26.3530789129,-53.9515656419,7081618.84054498,804250.020201349,3,"11:07:40","14:07:40",0.621322168669674
"2899",599.81,2019-10-09 11:07:43,-26.3530811761,-53.9515714254,7081618.60333477,804249.436714298,3,"11:07:43","14:07:43",0.629861750870489
"2900",599.9,2019-10-09 11:07:46,-26.3530815952,-53.9515772089,7081618.57053339,804248.858059577,3,"11:07:46","14:07:46",0.579583658365932
"2901",599.91,2019-10-09 11:07:49,-26.3530814275,-53.9515819028,7081618.60020339,804248.389753024,3,"11:07:49","14:07:49",0.469245497059969
"2902",599.84,2019-10-09 11:07:52,-26.353081679,-53.9515843336,7081618.57806454,804248.146347498,3,"11:07:52","14:07:52",0.244410267501847
"2903",599.78,2019-10-09 11:07:55,-26.3530815952,-53.9515840821,7081618.5867596,804248.171682582,3,"11:07:55","14:07:55",0.0267856392202172
"2904",599.9,2019-10-09 11:07:58,-26.3530804217,-53.9515851717,7081618.71940826,804248.065947123,3,"11:07:58","14:07:58",0.169633889182499
"2905",600.01,2019-10-09 11:08:01,-26.3530782424,-53.9515870158,7081618.96532583,804247.887500783,3,"11:08:01","14:08:01",0.303839671966893
"2906",599.83,2019-10-09 11:08:04,-26.3530760631,-53.9515868481,7081619.20649396,804247.909958424,3,"11:08:04","14:08:04",0.242211505859798
"2907",599.84,2019-10-09 11:08:07,-26.3530725427,-53.951585507,7081619.59354588,804248.053109309,3,"11:08:07","14:08:07",0.412675861192101
"2908",599.74,2019-10-09 11:08:10,-26.3530681841,-53.9515866805,7081620.07944434,804247.947341602,3,"11:08:10","14:08:10",0.497276701651071
"2909",599.76,2019-10-09 11:08:13,-26.3530644961,-53.9515899494,7081620.49595707,804247.630564101,3,"11:08:13","14:08:13",0.523288488339537
"2910",599.89,2019-10-09 11:08:16,-26.3530618139,-53.9515902009,7081620.79385869,804247.612477043,3,"11:08:16","14:08:16",0.298450185247619
"2911",599.72,2019-10-09 11:08:19,-26.3530579582,-53.9515935536,7081621.22915791,804247.287770448,3,"11:08:19","14:08:19",0.543065178389073
"2912",599.78,2019-10-09 11:08:22,-26.3530530967,-53.9515999239,7081621.78306869,804246.664353367,3,"11:08:22","14:08:22",0.833946047213901
"2913",599.55,2019-10-09 11:08:25,-26.3530531805,-53.9516067971,7081621.79000597,804245.977756624,3,"11:08:25","14:08:25",0.686631788782377
"2914",599.45,2019-10-09 11:08:28,-26.3530556951,-53.9516118262,7081621.52314822,804245.468947291,3,"11:08:28","14:08:28",0.574543290755912
"2915",599.58,2019-10-09 11:08:31,-26.353056198,-53.9516135864,7081621.47155981,804245.291850966,3,"11:08:31","14:08:31",0.184457239713727
"2916",599.4,2019-10-09 11:08:34,-26.3530556951,-53.9516143408,7081621.52908461,804245.217832244,3,"11:08:34","14:08:34",0.0937436611471766
"2917",599.53,2019-10-09 11:08:37,-26.3530515041,-53.9516116586,7081621.98730304,804245.49666632,3,"11:08:37","14:08:37",0.536388453950239
"2918",599.4,2019-10-09 11:08:40,-26.3530479837,-53.9516057912,7081622.36366943,804246.091826262,3,"11:08:40","14:08:40",0.704178256697452
"2919",599.44,2019-10-09 11:08:43,-26.3530443795,-53.9515982475,7081622.74536722,804246.854605893,3,"11:08:43","14:08:43",0.852951328934764
"2920",599.44,2019-10-09 11:08:46,-26.3530409429,-53.9515911229,7081623.10947679,804247.57509388,3,"11:08:46","14:08:46",0.807266199187003
"2921",599.42,2019-10-09 11:08:49,-26.3530411106,-53.9515886083,7081623.0849517,804247.825769522,3,"11:08:49","14:08:49",0.251872502928871
