"","elevacion","fechahora","lat_geo","lon_geo","lat_utm","lon_utm","tiempo_GPS","hora","horal","distancia"
"4443",596.8,2019-10-09 12:24:54,-26.3498703204,-53.9506672695,7081972.37521808,804348.144092302,3,"12:24:54","15:24:54",0.411036005219283
"4444",596.69,2019-10-09 12:24:57,-26.3498627767,-53.9506609831,7081973.19655394,804348.791658881,3,"12:24:57","15:24:57",1.04591351131481
"4445",596.68,2019-10-09 12:25:00,-26.3498610165,-53.9506572112,7081973.38275635,804349.172955371,3,"12:25:00","15:25:00",0.424332830723135
"4446",596.79,2019-10-09 12:25:03,-26.3498549815,-53.9506473206,7081974.02834997,804350.176503615,3,"12:25:03","15:25:03",1.19327289009637
"4447",596.82,2019-10-09 12:25:06,-26.3498486951,-53.9506381843,7081974.70359104,804351.105382211,3,"12:25:06","15:25:06",1.14837535345134
"4448",596.84,2019-10-09 12:25:09,-26.3498435821,-53.9506325684,7081975.25707958,804351.679618482,3,"12:25:09","15:25:09",0.797556803577138
"4449",596.67,2019-10-09 12:25:12,-26.3498382177,-53.9506308921,7081975.84773717,804351.861082984,3,"12:25:12","15:25:12",0.617904326174206
"4450",596.6,2019-10-09 12:25:15,-26.3498358708,-53.9506277908,7081976.10055566,804352.176947396,3,"12:25:15","15:25:15",0.404583138049037
"4451",596.62,2019-10-09 12:25:18,-26.3498319313,-53.9506261144,7081976.53327024,804352.354687347,3,"12:25:18","15:25:18",0.467796325609707
"4452",596.68,2019-10-09 12:25:21,-26.3498238008,-53.9506220073,7081977.42479572,804352.786155115,3,"12:25:21","15:25:21",0.990445414701298
"4453",596.65,2019-10-09 12:25:24,-26.3498185202,-53.9506215043,7081978.00893506,804352.850227661,3,"12:25:24","15:25:24",0.587642799962844
"4454",596.61,2019-10-09 12:25:27,-26.3498199452,-53.9506251086,7081977.85949216,804352.486547001,3,"12:25:27","15:25:27",0.39318799891458
"4455",596.7,2019-10-09 12:25:30,-26.3498213701,-53.950627204,7081977.70649733,804352.273553916,3,"12:25:30","15:25:30",0.262246971363128
"4456",596.65,2019-10-09 12:25:33,-26.349822795,-53.9506303053,7081977.55587775,804351.960105964,3,"12:25:33","15:25:33",0.347758359570256
"4457",596.53,2019-10-09 12:25:36,-26.3498275727,-53.9506282099,7081977.02134659,804352.156842455,3,"12:25:36","15:25:36",0.569586524724702
"4458",596.66,2019-10-09 12:25:39,-26.3498328533,-53.950631395,7081976.44354056,804351.824920262,3,"12:25:39","15:25:39",0.666357369884203
"4459",596.65,2019-10-09 12:25:42,-26.349836709,-53.950636927,7081976.02921909,804351.262357955,3,"12:25:42","15:25:42",0.69866918683992
"4460",596.6,2019-10-09 12:25:45,-26.3498377148,-53.9506394416,7081975.92366916,804351.008599662,3,"12:25:45","15:25:45",0.27483460244206
"4461",596.75,2019-10-09 12:25:48,-26.3498363737,-53.9506422915,7081976.07905266,804350.727507459,3,"12:25:48","15:25:48",0.321180412574497
"4462",596.73,2019-10-09 12:25:51,-26.3498358708,-53.9506417885,7081976.13360877,804350.779057943,3,"12:25:51","15:25:51",0.0750587873586187
"4463",596.79,2019-10-09 12:25:54,-26.3498366252,-53.9506394416,7081976.04444566,804351.011455419,3,"12:25:54","15:25:54",0.24891493731647
"4464",596.85,2019-10-09 12:25:57,-26.3498372957,-53.9506355021,7081975.96082179,804351.403118826,3,"12:25:57","15:25:57",0.400491168738267
"4465",596.78,2019-10-09 12:26:00,-26.3498393074,-53.9506344125,7081975.73526239,804351.506659921,3,"12:26:00","15:26:00",0.248189041419812
"4466",596.72,2019-10-09 12:26:03,-26.3498433307,-53.9506342448,7081975.28890449,804351.512862613,3,"12:26:03","15:26:03",0.446401001731132
"4467",596.86,2019-10-09 12:26:06,-26.3498466834,-53.9506330714,7081974.91450432,804351.621257775,3,"12:26:06","15:26:06",0.389775569596751
"4468",596.9,2019-10-09 12:26:09,-26.3498505391,-53.9506358374,7081974.49365142,804351.334923897,3,"12:26:09","15:26:09",0.509022839910571
"4469",596.9,2019-10-09 12:26:12,-26.3498562388,-53.9506370109,7081973.86464029,804351.202793074,3,"12:26:12","15:26:12",0.642739106830486
"4470",596.81,2019-10-09 12:26:15,-26.3498605136,-53.95063743,7081973.39179054,804351.14973545,3,"12:26:15","15:26:15",0.475817189112826
"4471",596.79,2019-10-09 12:26:18,-26.3498591725,-53.9506376814,7081973.54103815,804351.128144155,3,"12:26:18","15:26:18",0.150801300725924
"4472",596.9,2019-10-09 12:26:21,-26.3498581666,-53.9506381843,7081973.65372445,804351.080558118,3,"12:26:21","15:26:21",0.122321843017132
"4473",596.97,2019-10-09 12:26:24,-26.349859843,-53.9506360888,7081973.46295606,804351.28543283,3,"12:26:24","15:26:24",0.279939682503918
"4474",597.02,2019-10-09 12:26:27,-26.34986219,-53.9506337419,7081973.1972615,804351.513656161,3,"12:26:27","15:26:27",0.350256316514448
"4475",596.92,2019-10-09 12:26:30,-26.3498667162,-53.9506326523,7081972.69298283,804351.610606894,3,"12:26:30","15:26:30",0.513513798054658
"4476",596.92,2019-10-09 12:26:33,-26.3498705719,-53.9506314788,7081972.26282749,804351.717693678,3,"12:26:33","15:26:33",0.443284558171262
"4477",596.97,2019-10-09 12:26:36,-26.3498747628,-53.950633239,7081971.80244439,804351.530926146,3,"12:26:36","15:26:36",0.496824621707929
"4478",596.97,2019-10-09 12:26:39,-26.3498785347,-53.9506375138,7081971.39444306,804351.094134718,3,"12:26:39","15:26:39",0.5977054769483
"4479",597.01,2019-10-09 12:26:42,-26.3498812169,-53.9506397769,7081971.10247903,804350.861098993,3,"12:26:42","15:26:42",0.3735621015254
"4480",597.13,2019-10-09 12:26:45,-26.3498823904,-53.9506403636,7081970.97378804,804350.799432181,3,"12:26:45","15:26:45",0.142703073939386
"4481",597.03,2019-10-09 12:26:48,-26.3498832285,-53.95064204,7081970.88484753,804350.629820871,3,"12:26:48","15:26:48",0.191516086507198
"4482",597.08,2019-10-09 12:26:51,-26.3498830609,-53.9506448898,7081970.91015441,804350.345663116,3,"12:26:51","15:26:51",0.285282434718598
"4483",597.02,2019-10-09 12:26:54,-26.3498809654,-53.9506476559,7081971.14896134,804350.074916985,3,"12:26:54","15:26:54",0.36101554022214
"4484",597.13,2019-10-09 12:26:57,-26.3498781156,-53.9506481588,7081971.46603438,804350.032163663,3,"12:26:57","15:26:57",0.319942427141582
"4485",597.04,2019-10-09 12:27:00,-26.3498773612,-53.9506488293,7081971.55123897,804349.967180989,3,"12:27:00","15:27:00",0.107156750676843
"4486",597.04,2019-10-09 12:27:03,-26.3498777803,-53.9506475721,7081971.50181526,804350.091633614,3,"12:27:03","15:27:03",0.133907276146576
"4487",597.05,2019-10-09 12:27:06,-26.3498738408,-53.9506458119,7081971.93433199,804350.277742189,3,"12:27:06","15:27:06",0.470857855199918
"4488",597.07,2019-10-09 12:27:09,-26.3498678058,-53.950643884,7081972.59872801,804350.486090382,3,"12:27:09","15:27:09",0.69629809996314
"4489",597.11,2019-10-09 12:27:12,-26.3498632796,-53.9506422915,7081973.09667337,804350.656989211,3,"12:27:12","15:27:12",0.526456071214988
"4490",597.07,2019-10-09 12:27:15,-26.3498602621,-53.9506416209,7081973.42956407,804350.731867737,3,"12:27:15","15:27:15",0.341208167298052
"4491",597.17,2019-10-09 12:27:18,-26.3498597592,-53.95064204,7081973.48629756,804350.691332112,3,"12:27:18","15:27:18",0.069726788094623
"4492",597.17,2019-10-09 12:27:21,-26.3498605136,-53.9506423753,7081973.40346798,804350.655869943,3,"12:27:21","15:27:21",0.0901016288818562
"4493",597.1,2019-10-09 12:27:24,-26.3498636987,-53.9506417885,7081973.04903057,804350.706123193,3,"12:27:24","15:27:24",0.357982222157681
"4494",597.15,2019-10-09 12:27:27,-26.3498662133,-53.9506444708,7081972.77663399,804350.43166305,3,"12:27:27","15:27:27",0.386688853040945
"4495",597.13,2019-10-09 12:27:30,-26.3498659618,-53.9506467339,7081972.80985535,804350.206316312,3,"12:27:30","15:27:30",0.227782377596323
"4496",597.18,2019-10-09 12:27:33,-26.3498654589,-53.9506511763,7081972.87608911,804349.763991312,3,"12:27:33","15:27:33",0.447256432612468
"4497",597.16,2019-10-09 12:27:36,-26.3498633634,-53.9506579656,7081973.12439605,804349.091465728,3,"12:27:36","15:27:36",0.71690096668336
"4498",597.24,2019-10-09 12:27:39,-26.349864956,-53.9506631624,7081972.96013585,804348.56830998,3,"12:27:39","15:27:39",0.548336895523004
"4499",597.23,2019-10-09 12:27:42,-26.3498659618,-53.950667521,7081972.85894012,804348.130399558,3,"12:27:42","15:27:42",0.44945090241335
"4500",597.3,2019-10-09 12:27:45,-26.3498676382,-53.9506699517,7081972.6788595,804347.883262508,3,"12:27:45","15:27:45",0.305787101165672
"4501",597.36,2019-10-09 12:27:48,-26.3498719968,-53.9506720472,7081972.20067943,804347.662570649,3,"12:27:48","15:27:48",0.526650807282867
"4502",597.18,2019-10-09 12:27:51,-26.349878367,-53.9506741427,7081971.49952395,804347.43660661,3,"12:27:51","15:27:51",0.736667329397264
"4503",597.21,2019-10-09 12:27:54,-26.3498818874,-53.9506752323,7081971.11187876,804347.318566435,3,"12:27:54","15:27:54",0.405218794557675
"4504",597.23,2019-10-09 12:27:57,-26.3498829771,-53.9506778307,7081970.99722677,804347.056219643,3,"12:27:57","15:27:57",0.28630563921349
"4505",597.18,2019-10-09 12:28:00,-26.349878367,-53.9506799262,7081971.51318049,804346.85903383,3,"12:28:00","15:28:00",0.552349970226699
"4506",597.31,2019-10-09 12:28:03,-26.3498781994,-53.950681854,7081971.53631018,804346.666952161,3,"12:28:03","15:28:03",0.193469248245192
"4507",597.25,2019-10-09 12:28:06,-26.3498787023,-53.950682357,7081971.48175406,804346.615401712,3,"12:28:06","15:28:06",0.0750587732064549
"4508",597.33,2019-10-09 12:28:09,-26.3498789538,-53.9506807644,7081971.450116,804346.773788535,3,"12:28:09","15:28:09",0.161515796314731
"4509",597.2,2019-10-09 12:28:12,-26.3498805463,-53.950680932,7081971.2739914,804346.752877289,3,"12:28:12","15:28:12",0.177361648929686
"4510",597.22,2019-10-09 12:28:15,-26.3498809654,-53.950681854,7081971.22971345,804346.659702779,3,"12:28:15","15:28:15",0.103160195356068
"4511",597.31,2019-10-09 12:28:18,-26.3498777803,-53.9506845362,7081971.58909869,804346.400191025,3,"12:28:18","15:28:18",0.443287828690053
"4512",597.29,2019-10-09 12:28:21,-26.3498738408,-53.9506867994,7081972.03111586,804346.184500145,3,"12:28:21","15:28:21",0.491835069489173
"4513",597.26,2019-10-09 12:28:24,-26.3498691469,-53.9506852068,7081972.5476497,804346.355848306,3,"12:28:24","15:28:24",0.544212644461993
"4514",597.17,2019-10-09 12:28:27,-26.349870488,-53.9506802615,7081972.38731845,804346.84619889,3,"12:28:27","15:28:27",0.515897088115481
"4515",597.28,2019-10-09 12:28:30,-26.3498730026,-53.9506728016,7081972.09097309,804347.584595928,3,"12:28:30","15:28:30",0.795644870481442
"4516",597.38,2019-10-09 12:28:33,-26.3498761877,-53.9506700356,7081971.73138995,804347.852476402,3,"12:28:33","15:28:33",0.44839712636627
"4517",597.22,2019-10-09 12:28:36,-26.349878367,-53.9506649226,7081971.47775253,804348.357377563,3,"12:28:36","15:28:36",0.565028426027261
"4518",597.19,2019-10-09 12:28:39,-26.3498684764,-53.9506603964,7081972.56338642,804348.835311661,3,"12:28:39","15:28:39",1.18617956431383
"4519",597.31,2019-10-09 12:28:42,-26.3498537242,-53.9506567921,7081974.19008031,804349.233921515,3,"12:28:42","15:28:42",1.67482023156762
"4520",597.3,2019-10-09 12:28:45,-26.3498378824,-53.9506509248,7081975.93220704,804349.861383153,3,"12:28:45","15:28:45",1.85167860641434
"4521",597.23,2019-10-09 12:28:48,-26.3498263154,-53.9506516792,7081977.21613028,804349.816360591,3,"12:28:48","15:28:48",1.28471239110246
"4522",597.21,2019-10-09 12:28:51,-26.3498191908,-53.9506497514,7081978.00130305,804350.027554565,3,"12:28:51","15:28:51",0.813080051332397
"4523",597.23,2019-10-09 12:28:54,-26.3498119824,-53.9506496675,7081978.80011864,804350.054825875,3,"12:28:54","15:28:54",0.799280967033562
"4524",597.2,2019-10-09 12:28:57,-26.3498067018,-53.9506495837,7081979.38524784,804350.077034603,3,"12:28:57","15:28:57",0.58555052055736
"4525",597.04,2019-10-09 12:29:00,-26.3498028461,-53.9506473206,7081979.80728827,804350.313146071,3,"12:29:00","15:29:00",0.483597717579088
"4526",597.11,2019-10-09 12:29:03,-26.3497998286,-53.9506445546,7081980.13523109,804350.597283156,3,"12:29:03","15:29:03",0.433912860040762
"4527",597.09,2019-10-09 12:29:06,-26.3497973979,-53.9506444708,7081980.40446367,804350.612022557,3,"12:29:06","15:29:06",0.269635749356839
"4528",597.26,2019-10-09 12:29:09,-26.3497963082,-53.9506475721,7081980.5325744,804350.305165113,3,"12:29:09","15:29:09",0.332526463720177
"4529",597.21,2019-10-09 12:29:12,-26.3497976493,-53.9506507572,7081980.39144144,804349.983568014,3,"12:29:12","15:29:12",0.351202514646035
"4530",597.19,2019-10-09 12:29:15,-26.3498002477,-53.9506551158,7081980.1137143,804349.541483279,3,"12:29:15","15:29:15",0.522083594727078
"4531",597.33,2019-10-09 12:29:18,-26.3498025108,-53.950657798,7081979.86919491,804349.267692177,3,"12:29:18","15:29:18",0.367084864157935
"4532",597.23,2019-10-09 12:29:21,-26.3498113956,-53.9506558701,7081978.87980862,804349.436937,3,"12:29:21","15:29:21",1.00375745971749
"4533",597.25,2019-10-09 12:29:24,-26.3498168439,-53.950657798,7081978.28044523,804349.230126494,3,"12:29:24","15:29:24",0.634040267962096
"4534",597.21,2019-10-09 12:29:27,-26.3498214539,-53.9506589714,7081977.77222143,804349.100861751,3,"12:29:27","15:29:27",0.52440518761573
"4535",597.18,2019-10-09 12:29:30,-26.3498258125,-53.9506635815,7081977.29997911,804348.629047596,3,"12:29:30","15:29:30",0.667548808859449
"4536",597.31,2019-10-09 12:29:33,-26.349827908,-53.9506624918,7081977.06513071,804348.732379106,3,"12:29:33","15:29:33",0.256575859727421
"4537",597.27,2019-10-09 12:29:36,-26.3498324342,-53.9506616537,7081976.56144594,804348.804213784,3,"12:29:36","15:29:36",0.50878144932256
"4538",597.33,2019-10-09 12:29:39,-26.3498381339,-53.9506603964,7081975.92669494,804348.914836503,3,"12:29:39","15:29:39",0.644318418518733
"4539",597.13,2019-10-09 12:29:42,-26.3498456776,-53.9506615698,7081975.09328573,804348.777882836,3,"12:29:42","15:29:42",0.844587005541954
"4540",597.3,2019-10-09 12:29:45,-26.349851042,-53.9506624918,7081974.50084698,804348.671747137,3,"12:29:45","15:29:45",0.601870802202163
"4541",597.4,2019-10-09 12:29:48,-26.3498564903,-53.950664755,7081973.90227533,804348.431451762,3,"12:29:48","15:29:48",0.645003790149506
"4542",597.35,2019-10-09 12:29:51,-26.3498619385,-53.9506671019,7081973.3039124,804348.182797914,3,"12:29:51","15:29:51",0.647971397660872
"4543",597.38,2019-10-09 12:29:54,-26.3498665486,-53.9506671019,7081972.79290676,804348.170715297,3,"12:29:54","15:29:54",0.511148461769586
"4544",597.42,2019-10-09 12:29:57,-26.3498669676,-53.9506655931,7081972.74290006,804348.320294394,3,"12:29:57","15:29:57",0.15771676155921
"4545",597.38,2019-10-09 12:30:00,-26.3498648722,-53.9506671019,7081972.97872699,804348.175108976,3,"12:30:00","15:30:00",0.276935281181407
"4546",597.44,2019-10-09 12:30:03,-26.3498645369,-53.9506697003,7081973.02202886,804347.916496921,3,"12:30:03","15:30:03",0.262212216485236
"4547",597.53,2019-10-09 12:30:06,-26.3498627767,-53.950673556,7081973.22624234,804347.536058326,3,"12:30:06","15:30:06",0.43178312910949
"4548",597.41,2019-10-09 12:30:09,-26.3498595078,-53.9506748132,7081973.59155154,804347.4190747,3,"12:30:09","15:30:09",0.383583083449798
"4549",597.45,2019-10-09 12:30:12,-26.3498572446,-53.9506747294,7081973.84221763,804347.433375048,3,"12:30:12","15:30:12",0.251073667366968
"4550",597.38,2019-10-09 12:30:15,-26.3498555683,-53.9506746456,7081974.0278289,804347.446137192,3,"12:30:15","15:30:15",0.186049498823416
"4551",597.41,2019-10-09 12:30:18,-26.3498525508,-53.9506732207,7081974.35893849,804347.596344285,3,"12:30:18","15:30:18",0.363587308301853
"4552",597.48,2019-10-09 12:30:21,-26.3498463482,-53.9506727178,7081975.04527698,804347.662823077,3,"12:30:21","15:30:21",0.689550545653278
"4553",597.36,2019-10-09 12:30:24,-26.3498420734,-53.9506734721,7081975.52089748,804347.598698221,3,"12:30:24","15:30:24",0.479923799668525
"4554",597.4,2019-10-09 12:30:27,-26.3498408161,-53.9506757353,7081975.66560673,804347.375977539,3,"12:30:27","15:30:27",0.265603595390693
"4555",597.43,2019-10-09 12:30:30,-26.3498403132,-53.9506789204,7081975.72887153,804347.059213514,3,"12:30:30","15:30:30",0.32301994185083
"4556",597.38,2019-10-09 12:30:33,-26.3498368766,-53.950679088,7081976.11019654,804347.051482977,3,"12:30:33","15:30:33",0.381403359301687
"4557",597.28,2019-10-09 12:30:36,-26.3498392235,-53.9506759867,7081975.84273179,804347.355045347,3,"12:30:36","15:30:36",0.404583121441919
"4558",597.3,2019-10-09 12:30:39,-26.3498440851,-53.9506710414,7081975.29217138,804347.83616919,3,"12:30:39","15:30:39",0.731161350428603
"4559",597.6,2019-10-09 12:30:42,-26.3498476893,-53.9506670181,7081974.88316432,804348.228512389,3,"12:30:42","15:30:42",0.56676270079659
"4560",597.43,2019-10-09 12:30:45,-26.3498522993,-53.9506592229,7081974.35376294,804348.994902656,3,"12:30:45","15:30:45",0.931461146530146
"4561",597.47,2019-10-09 12:30:48,-26.3498581666,-53.9506500028,7081973.68163169,804349.900296128,3,"12:30:48","15:30:48",1.12760709062339
"4562",597.35,2019-10-09 12:30:51,-26.3498633634,-53.9506451413,7081973.09411386,804350.372172508,3,"12:30:51","15:30:51",0.75355458855078
"4563",597.48,2019-10-09 12:30:54,-26.3498602621,-53.9506426267,7081973.43193909,804350.631422884,3,"12:30:54","15:30:54",0.425836402722908
"4564",597.41,2019-10-09 12:30:57,-26.3498549815,-53.9506417047,7081974.01508904,804350.737339041,3,"12:30:57","15:30:57",0.592690557995924
"4565",597.6,2019-10-09 12:31:00,-26.3498507068,-53.950641118,7081974.48753195,804350.807133867,3,"12:31:00","15:31:00",0.477570538578801
"4566",597.53,2019-10-09 12:31:03,-26.3498437498,-53.950637849,7081975.25096011,804351.151828419,3,"12:31:03","15:31:03",0.837637686543186
"4567",597.52,2019-10-09 12:31:06,-26.3498392235,-53.9506344963,7081975.74476015,804351.498511076,3,"12:31:06","15:31:06",0.603346786012238
"4568",597.66,2019-10-09 12:31:09,-26.3498388045,-53.9506334066,7081975.78863099,804351.608432844,3,"12:31:09","15:31:09",0.118353054347185
"4569",597.58,2019-10-09 12:31:12,-26.3498386368,-53.9506328199,7081975.80583427,804351.667463551,3,"12:31:12","15:31:12",0.0614863993770731
"4570",597.58,2019-10-09 12:31:15,-26.3498400617,-53.9506343286,7081975.65145404,804351.513061684,3,"12:31:15","15:31:15",0.21834191783391
"4571",597.69,2019-10-09 12:31:18,-26.3498419058,-53.9506366756,7081975.45258716,804351.273843756,3,"12:31:18","15:31:18",0.311083997096704
"4572",597.62,2019-10-09 12:31:21,-26.3498426601,-53.9506386034,7081975.37352908,804351.079345797,3,"12:31:21","15:31:21",0.209951508644755
"4573",597.69,2019-10-09 12:31:24,-26.3498439174,-53.9506400283,7081975.23752855,804350.933751951,3,"12:31:24","15:31:24",0.199232808527305
"4574",597.62,2019-10-09 12:31:27,-26.3498476893,-53.9506399445,7081974.81923514,804350.932234833,3,"12:31:27","15:31:27",0.418296156550987
"4575",597.72,2019-10-09 12:31:30,-26.3498526346,-53.9506394416,7081974.26988681,804350.969496009,3,"12:31:30","15:31:30",0.550610556676597
"4576",597.66,2019-10-09 12:31:33,-26.3498549815,-53.950638352,7081974.00717224,804351.07215856,3,"12:31:33","15:31:33",0.282061246417426
"4577",597.78,2019-10-09 12:31:36,-26.3498565741,-53.9506370109,7081973.82747403,804351.201914277,3,"12:31:36","15:31:36",0.221648354310448
"4578",597.75,2019-10-09 12:31:39,-26.3498614356,-53.9506359212,7081973.28602886,804351.29799622,3,"12:31:39","15:31:39",0.549904180136394
"4579",597.8,2019-10-09 12:31:42,-26.3498647045,-53.9506324846,7081972.91557334,804351.632626887,3,"12:31:42","15:31:42",0.49921436267752
"4580",597.74,2019-10-09 12:31:45,-26.3498678897,-53.9506325684,7081972.56270833,804351.615909957,3,"12:31:45","15:31:45",0.3532607603654
"4581",597.49,2019-10-09 12:31:48,-26.3498681411,-53.9506336581,7081972.53741509,804351.506427482,3,"12:31:48","15:31:48",0.112366189691984
"4582",597.55,2019-10-09 12:31:51,-26.3498699851,-53.9506384358,7081972.34429897,804351.024466496,3,"12:31:51","15:31:51",0.519211159147066
"4583",597.64,2019-10-09 12:31:54,-26.3498723321,-53.9506427944,7081972.09443826,804350.583040885,3,"12:31:54","15:31:54",0.50723460239046
"4584",597.79,2019-10-09 12:31:57,-26.349872835,-53.9506476559,7081972.05017396,804350.096226107,3,"12:31:57","15:31:57",0.488823031865546
"4585",597.8,2019-10-09 12:32:00,-26.3498727512,-53.950651763,7081972.06916091,804349.686287649,3,"12:32:00","15:32:00",0.41037792716907
"4586",597.77,2019-10-09 12:32:03,-26.3498706557,-53.9506563731,7081972.31232209,804349.231389273,3,"12:32:03","15:32:03",0.515809935734285
"4587",597.88,2019-10-09 12:32:06,-26.3498662971,-53.9506603964,7081972.80495051,804348.841023404,3,"12:32:06","15:32:06",0.628544568155717
"4588",597.81,2019-10-09 12:32:09,-26.3498624414,-53.9506608155,7081973.23332445,804348.809275151,3,"12:32:09","15:32:09",0.429548814818331
"4589",597.79,2019-10-09 12:32:12,-26.3498588372,-53.9506586362,7081973.6276853,804349.036358594,3,"12:32:12","15:32:12",0.455068536301067
"4590",597.94,2019-10-09 12:32:15,-26.3498578314,-53.9506572951,7081973.73600626,804349.172924503,3,"12:32:15","15:32:15",0.174309141980403
"4591",597.84,2019-10-09 12:32:18,-26.3498568255,-53.9506557025,7081973.84374443,804349.334606884,3,"12:32:18","15:32:18",0.194290261366604
"4592",597.92,2019-10-09 12:32:21,-26.3498553168,-53.950656876,7081974.01374698,804349.221368729,3,"12:32:21","15:32:21",0.204263919169635
"4593",597.79,2019-10-09 12:32:24,-26.3498547301,-53.9506588038,7081974.08333176,804349.030385443,3,"12:32:24","15:32:24",0.203264990296476
"4594",597.86,2019-10-09 12:32:27,-26.3498516288,-53.9506569598,7081974.42274051,804349.222665901,3,"12:32:27","15:32:27",0.390089824501245
"4595",597.93,2019-10-09 12:32:30,-26.3498449232,-53.9506498352,7081975.14919804,804349.951743435,3,"12:32:30","15:32:30",1.02922038623376
"4596",597.82,2019-10-09 12:32:33,-26.3498383015,-53.9506419562,7081975.86457429,804350.755939801,3,"12:32:33","15:32:33",1.07633404070432
"4597",597.82,2019-10-09 12:32:36,-26.3498366252,-53.950636927,7081976.03850788,804351.262577589,3,"12:32:36","15:32:36",0.535662901341621
"4598",597.88,2019-10-09 12:32:39,-26.3498350326,-53.9506347477,7081976.20989329,804351.484388893,3,"12:32:39","15:32:39",0.280309137313993
"4599",597.97,2019-10-09 12:32:42,-26.3498352002,-53.950633239,7081976.18775317,804351.634616937,3,"12:32:42","15:32:42",0.151850750211884
"4600",597.78,2019-10-09 12:32:45,-26.3498372957,-53.9506324846,7081975.95369649,804351.704463431,3,"12:32:45","15:32:45",0.244256138111884
"4601",597.81,2019-10-09 12:32:48,-26.3498407323,-53.9506348316,7081975.57830926,804351.461071669,3,"12:32:48","15:32:48",0.447386997848728
"4602",597.79,2019-10-09 12:32:51,-26.3498424087,-53.9506396931,7081975.40396859,804350.971181101,3,"12:32:51","15:32:51",0.519987917967391
"4603",597.79,2019-10-09 12:32:54,-26.3498396426,-53.9506442193,7081975.72126422,804350.526418933,3,"12:32:54","15:32:54",0.546342290019296
"4604",597.79,2019-10-09 12:32:57,-26.3498367928,-53.950645728,7081976.04071227,804350.383220718,3,"12:32:57","15:32:57",0.35007539800901
"4605",597.66,2019-10-09 12:33:00,-26.3498361222,-53.9506402798,7081976.10217986,804350.929066353,3,"12:33:00","15:33:00",0.54929566029674
"4606",597.67,2019-10-09 12:33:03,-26.3498352002,-53.9506334905,7081976.18834704,804351.609500725,3,"12:33:03","15:33:03",0.685868586457069
"4607",597.52,2019-10-09 12:33:06,-26.3498400617,-53.950629048,7081975.63898482,804352.040412233,3,"12:33:06","15:33:06",0.698200246826078
"4608",597.67,2019-10-09 12:33:09,-26.3498439174,-53.9506267011,7081975.20605869,804352.264681392,3,"12:33:09","15:33:09",0.487567112486691
"4609",597.76,2019-10-09 12:33:12,-26.3498450909,-53.9506272878,7081975.0773677,804352.203014551,3,"12:33:12","15:33:12",0.142703083694667
"4610",597.79,2019-10-09 12:33:15,-26.3498448394,-53.9506292157,7081975.10979757,804352.011142738,3,"12:33:15","15:33:15",0.194593138630544
"4611",597.71,2019-10-09 12:33:18,-26.3498432469,-53.9506312273,7081975.29106798,804351.814426837,3,"12:33:18","15:33:18",0.267499729237723
"4612",597.66,2019-10-09 12:33:21,-26.3498415705,-53.9506324846,7081975.47985711,804351.693259484,3,"12:33:21","15:33:21",0.224327581954378
"4613",597.61,2019-10-09 12:33:24,-26.349844588,-53.9506325684,7081975.14558078,804351.676982089,3,"12:33:24","15:33:24",0.334672402453398
"4614",597.61,2019-10-09 12:33:27,-26.3498484436,-53.9506331552,7081974.71959317,804351.608275674,3,"12:33:27","15:33:27",0.431492777939303
"4615",597.57,2019-10-09 12:33:30,-26.3498512935,-53.950634161,7081974.40607158,804351.500361427,3,"12:33:30","15:33:30",0.33157393601147
"4616",597.66,2019-10-09 12:33:33,-26.3498527184,-53.9506349992,7081974.25010807,804351.412919489,3,"12:33:33","15:33:33",0.178803541701485
"4617",597.59,2019-10-09 12:33:36,-26.3498528022,-53.9506349992,7081974.24081928,804351.412699855,3,"12:33:36","15:33:36",0.00929139248405448
"4618",597.54,2019-10-09 12:33:39,-26.349853389,-53.9506377652,7081974.18230697,804351.134933539,3,"12:33:39","15:33:39",0.283862319893856
"4619",597.66,2019-10-09 12:33:42,-26.349854311,-53.9506417047,7081974.08941048,804350.739096369,3,"12:33:42","15:33:42",0.406591714444443
"4620",597.65,2019-10-09 12:33:45,-26.3498547301,-53.950646231,7081974.05364346,804350.28597611,3,"12:33:45","15:33:45",0.454529700903609
"4621",597.56,2019-10-09 12:33:48,-26.3498550653,-53.9506461471,7081974.01629017,804350.293476305,3,"12:33:48","15:33:48",0.0380988375584956
"4622",597.42,2019-10-09 12:33:51,-26.3498548977,-53.9506487455,7081974.0410034,804350.034424703,3,"12:33:51","15:33:51",0.260227739250296
"4623",597.32,2019-10-09 12:33:54,-26.3498544786,-53.950648997,7081974.08805233,804350.010406921,3,"12:33:54","15:33:54",0.0528247631902958
"4624",597.33,2019-10-09 12:33:57,-26.3498548977,-53.9506450575,7081974.03229486,804350.402729169,3,"12:33:57","15:33:57",0.396264610077159
"4625",597.49,2019-10-09 12:34:00,-26.3498568255,-53.9506419562,7081973.81128509,804350.707389852,3,"12:34:00","15:34:00",0.376382057411468
"4626",597.54,2019-10-09 12:34:03,-26.3498585857,-53.9506407827,7081973.61340505,804350.819968826,3,"12:34:03","15:34:03",0.227663204687332
"4627",597.56,2019-10-09 12:34:06,-26.3498604298,-53.9506413694,7081973.41038153,804350.756544414,3,"12:34:06","15:34:06",0.212699803691687
"4628",597.54,2019-10-09 12:34:09,-26.3498636987,-53.9506391902,7081973.04289515,804350.965604057,3,"12:34:09","15:34:09",0.422790935289179
